Date,Mid_Value,Mid_Change
2016-06-01,247.5,0.001385036945812808
2016-07-01,243.8423645320197,2.0529556650246327e-05
2016-08-01,266.00985221674875,0.0007881773399014778
2016-09-01,231.5270935960591,-0.002453435960591133
2016-10-01,199.50738916256157,-0.001453435960591133
2016-11-01,192.61083743842363,0.0001263152709359606
2016-12-01,224.13793103448276,0.0033237438423645315
2017-01-01,268.4729064039409,0.0026344458128078818
2017-02-01,279.5566502463054,-0.0008391502463054188
2017-03-01,287.6847290640394,0.0010598620689655173
2017-04-01,297.41379310344826,-0.0012024384236453201
2017-05-01,263.54679802955667,-0.000817704433497537
2017-06-01,251.84729064039408,0.000609667487684729
2017-07-01,254.92610837438423,-0.0005898891625615763
2017-08-01,252.2167487684729,0.00029072906403940885
2017-09-01,256.1576354679803,0.0
2017-10-01,256.1576354679803,-0.00046919950738916254
2017-11-01,245.32019704433498,4.0197044334975236e-06
2017-12-01,256.1576354679803,0.0007294458128078818
2018-01-01,285.22167487684726,0.0013456551724137932
2018-02-01,307.2660098522167,0.00040465517241379306
2018-03-01,313.423645320197,0.00039023399014778324
2018-04-01,323.2758620689655,0.0004729679802955665
2018-05-01,322.16748768472905,-0.0004455960591133005
2018-06-01,323.2758620689655,0.0007588546798029557
2018-07-01,336.94581280788174,7.244334975369458e-05
2018-08-01,326.9704433497537,-0.0004486453201970443
2018-09-01,315.27093596059115,-0.0008578571428571428
2018-10-01,298.0295566502463,-0.00016019704433497536
2018-11-01,296.1822660098522,-0.0003053325123152709
2018-12-01,305.41871921182263,0.0006261945812807882
2019-01-01,304.4334975369458,-0.0001589064039408867
2019-02-01,301.7241379310345,-9.929802955665026e-05
2019-03-01,296.79802955665025,-0.00010198275862068965
2019-04-01,300.4926108374384,0.00016420689655172416
2019-05-01,272.78325123152706,-0.0018028448275862067
2019-06-01,253.69458128078816,-0.00023458128078817733
2019-07-01,231.5270935960591,-0.0008608768472906403
2019-08-01,240.14778325123152,0.0007713669950738916
2019-09-01,250.0,4.827586206896552e-06
2019-10-01,220.4926108374384,-0.0014450344827586206
2019-11-01,221.0591133004926,0.0007110714285714285
2019-12-01,237.9310344827586,0.0010553103448275862
2020-01-01,271.67487684729065,0.0016028325123152707
2020-02-01,279.06403940886696,-0.00017160098522167486
2020-03-01,275.1231527093596,0.00044861083743842373
2020-04-01,288.1773399014778,-0.0005919827586206896
2020-05-01,291.871921182266,0.0010697536945812806
2020-06-01,301.4778325123153,-0.0001563054187192118
2020-07-01,285.09852216748766,-0.0006254187192118226
2020-08-01,289.4088669950739,0.0005458743842364531
2020-09-01,309.85221674876846,0.0008087487684729063
2020-10-01,321.42857142857144,0.00028640394088669946
2020-11-01,334.97536945812806,0.0007354064039408867
2020-12-01,381.7733990147783,0.0015436650246305418
2021-01-01,440.88669950738915,0.0017567364532019704
2021-02-01,460.59113300492606,0.0
2021-03-01,470.4433497536946,0.0006883645320197043
2021-04-01,497.53694581280786,0.00036976600985221675
2021-05-01,507.3891625615763,0.0
2021-06-01,549.2610837438424,0.0011893793103448277
2021-07-01,608.3743842364531,0.0010820197044334975
2021-08-01,614.7783251231527,-0.0003927389162561576
2021-09-01,575.1231527093596,-0.001198768472906404
2021-10-01,538.7931034482758,-0.00016844827586206897
2021-11-01,534.4827586206897,0.0
2021-12-01,539.4088669950738,0.00011350985221674876
2022-01-01,533.2512315270935,-0.00028116995073891626
2022-02-01,557.8817733990147,0.0005829064039408867
2022-03-01,581.7733990147783,0.0013466108374384235
2022-04-01,655.7881773399015,0.0007982635467980295
2022-05-01,642.8571428571429,-0.0007722955665024632
2022-06-01,575.7389162561576,-0.0015891625615763547
2022-07-01,494.4581280788177,-0.0015080665024630542
2022-08-01,360.6896551724138,-0.0033886896551724136
2022-09-01,328.69458128078816,1.4901477832512348e-05
2022-10-01,345.4433497536946,0.0005788054187192118
2022-11-01,349.7536945812808,0.0002800295566502463
2022-12-01,378.07881773399015,0.0012589655172413792
2023-01-01,421.1822660098522,0.0011837339901477832
2023-02-01,460.59113300492606,0.0006783497536945812
2023-03-01,471.67487684729065,0.00019444581280788178
2023-04-01,481.5270935960591,0.00031905172413793103
2023-05-01,448.2758620689655,-0.0017545615763546797
2023-06-01,366.9950738916256,-0.0017973891625615763
2023-07-01,298.6453201970443,-0.0030325985221674877
2023-08-01,264.5320197044335,0.0004743251231527093
2023-09-01,317.73399014778323,0.0019463793103448278
2023-10-01,341.871921182266,0.00023424630541871923
2023-11-01,352.83251231527095,0.0011360591133004925
2023-12-01,392.85714285714283,0.001348756157635468
2024-01-01,413.7931034482759,-0.000518039408866995
2024-02-01,337.4384236453202,-0.002576847290640394
2024-03-01,287.5615763546798,-0.001074963054187192
2024-04-01,299.5073891625616,0.0006681379310344828
2024-05-01,338.66995073891627,0.0017058743842364532
2024-06-01,334.97536945812806,-0.0010617241379310347
2024-07-01,321.1822660098522,-0.000296256157635468
2024-08-01,341.13300492610836,0.0015039655172413794
2024-09-01,337.4384236453202,-0.00033926108374384236
2024-10-01,332.0197044334975,-0.000285576354679803
2024-11-01,321.42857142857144,-0.0005570935960591132
2024-12-01,308.3743842364532,-0.0006233990147783251
2025-01-01,294.3349753694581,0.00020873152709359604
2025-02-01,318.9655172413793,0.0011829433497536946
2025-03-01,339.9014778325123,0.0009661247947454843
