Date,Mid_Value,Mid_Change
2017-06-01,321.6666666666667,0.011955333333333332
2017-07-01,356.0,0.05269120000000001
2017-08-01,335.0,-0.015873
2017-10-01,350.0,0.0
2018-02-01,400.0,0.012658
2018-03-01,395.0,-0.024691
2018-05-01,380.0,0.0266665
2018-06-01,398.3333333333333,0.01732766666666667
2018-07-01,385.0,0.017790333333333335
2018-08-01,365.0,0.057971
2018-10-01,375.0,-0.050633
2019-05-01,350.0,-0.066667
2019-06-01,270.0,0.125
2019-07-01,295.8333333333333,-0.013956833333333335
2019-08-01,315.0,-0.1
2019-09-01,305.0,-0.07498366666666667
2020-04-01,305.0,0.0738215
2020-06-01,292.5,0.03642125
2020-07-01,320.0,0.077778
2020-08-01,300.0,0.111111
2020-09-01,290.0,-0.0625
2021-04-01,580.0,0.035714
2021-05-01,553.3333333333334,0.048610999999999994
2021-06-01,565.0,0.0
2021-07-01,575.0,-0.0011892500000000028
2021-08-01,380.0,0.0
2021-09-01,630.0,0.032787
2021-11-01,480.0,0.263158
2022-06-01,685.0,-0.098684
2022-07-01,391.6666666666667,-0.07016866666666667
2022-08-01,498.75,-0.0417205
2022-09-01,560.0,0.07498866666666666
2022-10-01,520.0,-0.103448
2023-07-01,441.6666666666667,0.04909633333333333
2023-08-01,522.5,0.08384899999999999
2023-09-01,460.0,0.07273225
2023-10-01,497.5,-0.03125
2023-11-01,400.0,-0.111111
2024-04-01,420.0,0.0
2024-06-01,380.0,0.0
2024-07-01,380.0,-0.095238
2024-08-01,415.0,-0.045956
2024-09-01,380.0,0.0
2024-10-01,422.5,0.0
2025-10-01,425.0,0.088816
2025-12-01,480.0,0.066667
