Date,Mid_Value,Mid_Change
2022-04-01,94.55,0.0048518
2022-05-01,94.8,5.599999999999876e-06
2022-06-01,90.75,-0.01332775
2022-07-01,89.5,-0.0055555
2022-08-01,87.0,-0.0022728
2022-09-01,84.25,-0.0204865
2022-10-01,79.25,-0.003125
2022-11-01,78.8,-0.0025316
2022-12-01,71.75,-0.02292275
2023-01-01,71.0,0.0
2023-02-01,71.0,0.0
2023-03-01,75.375,0.018961
2023-04-01,77.0,0.0049125
2023-05-01,77.8,-0.001282
2023-06-01,76.0,-0.00814925
2023-07-01,75.0,0.0
2023-08-01,74.9,-0.0013334
2023-09-01,74.125,-0.0050335
2023-10-01,71.1,-0.0111216
2023-11-01,66.75,-0.01101775
2023-12-01,66.0,0.0
2024-01-01,65.7,-0.0030420000000000004
2024-02-01,64.25,-0.0077525
2024-03-01,60.375,-0.022421
2024-04-01,56.3,-0.0088196
2024-05-01,54.0,-0.0045455
2024-06-01,53.0,-0.00925925
2024-07-01,50.6,-0.007730000000000001
2024-08-01,48.375,-0.015283
2024-09-01,45.25,-0.010754
2024-10-01,43.8,-0.008989800000000001
2024-11-01,42.5,-0.005814
2024-12-01,42.2,0.00011080000000000048
2025-01-01,42.25,0.0059525
2025-02-01,46.75,0.05594025
2025-03-01,60.0,0.044025
